"装备属性编号","属性1ID","属性1名称","属性2ID","属性2名称","属性3ID","属性3名称","属性1波动段1min","属性1波动段1max","属性1波动段2min","属性1波动段2max","属性1波动段3min","属性1波动段3max","属性1波动段4min","属性1波动段4max","属性1波动段5min","属性1波动段5max","属性1波动段1权重","属性1波动段2权重","属性1波动段3权重","属性1波动段4权重","属性1波动段5权重","属性2波动段1min","属性2波动段1max","属性2波动段2min","属性2波动段2max","属性2波动段3min","属性2波动段3max","属性2波动段4min","属性2波动段4max","属性2波动段5min","属性2波动段5max","属性2波动段1权重","属性2波动段2权重","属性2波动段3权重","属性2波动段4权重","属性2波动段5权重","属性3波动段1min","属性3波动段1max","属性3波动段2min","属性3波动段2max","属性3波动段3min","属性3波动段3max","属性3波动段4min","属性3波动段4max","属性3波动段5min","属性3波动段5max","属性3波动段1权重","属性3波动段2权重","属性3波动段3权重","属性3波动段4权重","属性3波动段5权重"
"9010114","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010115","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010116","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010117","130","phyattack_value","150","magicattack_value","170","medical_value","2269","2269","2269","2269","2269","2269","2269","2269","2269","2269","6000","3000","1000","0","0","1293","1293","1293","1293","1293","1293","1293","1293","1293","1293","6000","3000","1000","0","0","1228","1228","1228","1228","1228","1228","1228","1228","1228","1228","6000","3000","1000","0","0"
"9010220","60","maxhp_value","140","defend_value","","","1697","1697","1697","1697","1697","1697","1697","1697","1697","1697","6000","3000","1000","0","0","712","712","712","712","712","712","712","712","712","712","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"9010221","60","maxhp_value","140","defend_value","","","1697","1697","1697","1697","1697","1697","1697","1697","1697","1697","6000","3000","1000","0","0","712","712","712","712","712","712","712","712","712","712","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"9010322","90","maxmp_value","140","defend_value","","","2165","2165","2165","2165","2165","2165","2165","2165","2165","2165","6000","3000","1000","0","0","432","432","432","432","432","432","432","432","432","432","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"9010323","90","maxmp_value","140","defend_value","","","2165","2165","2165","2165","2165","2165","2165","2165","2165","2165","6000","3000","1000","0","0","432","432","432","432","432","432","432","432","432","432","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"9010424","150","magicattack_value","160","magicdef_value","","","1143","1143","1143","1143","1143","1143","1143","1143","1143","1143","6000","3000","1000","0","0","864","864","864","864","864","864","864","864","864","864","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"9010525","60","maxhp_value","140","defend_value","","","2632","2632","2632","2632","2632","2632","2632","2632","2632","2632","6000","3000","1000","0","0","280","280","280","280","280","280","280","280","280","280","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"9010626","160","magicdef_value","200","speed_value","","","375","375","375","375","375","375","375","375","375","375","6000","3000","1000","0","0","441","441","441","441","441","441","441","441","441","441","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"9020101","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020102","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020103","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020104","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020105","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020106","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020107","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020108","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020109","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020110","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020111","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020112","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020113","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020114","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020115","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020116","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020117","130","phyattack_value","150","magicattack_value","170","medical_value","3232","3232","3232","3232","3232","3232","3232","3232","3232","3232","6000","3000","1000","0","0","1551","1551","1551","1551","1551","1551","1551","1551","1551","1551","6000","3000","1000","0","0","1536","1536","1536","1536","1536","1536","1536","1536","1536","1536","6000","3000","1000","0","0"
"9020220","60","maxhp_value","140","defend_value","","","2547","2547","2547","2547","2547","2547","2547","2547","2547","2547","6000","3000","1000","0","0","855","855","855","855","855","855","855","855","855","855","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"9020221","60","maxhp_value","140","defend_value","","","2547","2547","2547","2547","2547","2547","2547","2547","2547","2547","6000","3000","1000","0","0","855","855","855","855","855","855","855","855","855","855","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"9020322","90","maxmp_value","140","defend_value","","","3832","3832","3832","3832","3832","3832","3832","3832","3832","3832","6000","3000","1000","0","0","518","518","518","518","518","518","518","518","518","518","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"9020323","90","maxmp_value","140","defend_value","","","3832","3832","3832","3832","3832","3832","3832","3832","3832","3832","6000","3000","1000","0","0","518","518","518","518","518","518","518","518","518","518","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"9020424","150","magicattack_value","160","magicdef_value","","","1854","1854","1854","1854","1854","1854","1854","1854","1854","1854","6000","3000","1000","0","0","1036","1036","1036","1036","1036","1036","1036","1036","1036","1036","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"9020525","60","maxhp_value","140","defend_value","","","3415","3415","3415","3415","3415","3415","3415","3415","3415","3415","6000","3000","1000","0","0","336","336","336","336","336","336","336","336","336","336","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
