"技能id","技能名","技能定位","技能类型","图标编号","消耗1属性编号","消耗系数a1","消耗系数b1","显示消耗1","消耗2属性编号","消耗系数a2","消耗系数b2","显示消耗2","目标类型","战斗内外使用","魔法入口","技能剧情描述","技能描述","排序","技能描述1","技能描述2","技能描述3","技能描述4","技能描述5","技能描述6","技能描述7","技能升级描述","技能升级描述1","技能升级描述2","技能升级描述3","技能升级描述4","技能升级描述5","技能升级描述6","技能升级描述7","技能等级1","技能等级2","技能等级3","技能等级4","技能等级5","技能等级6","技能等级7"
"167002","天雷斩","天雷斩","提升百分之20的暴击 和物理伤害对敌人进行伤害","1378","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","3","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","提升百分之20的暴击 和物理伤害对敌人进行伤害","1","60","200","200","200","200","200"
"167003","错乱","错乱","封印敌人法术伤害","1379","100","0","10","消耗：$parameter1$%最大气血","-1","0","0","","480","1","","封印敌人法术伤害","封印敌人法术伤害","4","封印敌人法术伤害","封印敌人法术伤害","封印敌人法术伤害","封印敌人法术伤害","封印敌人法术伤害","封印敌人法术伤害","封印敌人法术伤害","封印敌人法术伤害","封印敌人法术伤害","封印敌人法术伤害","封印敌人法术伤害","封印敌人法术伤害","封印敌人法术伤害","封印敌人法术伤害","封印敌人法术伤害","1","200","200","200","200","200","200"
"167004","百万神兵","百万神兵","临时提升物理百分之50伤害","1380","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","临时提升物理百分之50伤害","临时提升物理百分之50伤害","5","临时提升物理百分之50伤害","临时提升物理百分之50伤害","临时提升物理百分之50伤害","临时提升物理百分之50伤害","临时提升物理百分之50伤害","临时提升物理百分之50伤害","临时提升物理百分之50伤害","临时提升物理百分之50伤害","临时提升物理百分之50伤害","临时提升物理百分之50伤害","临时提升物理百分之50伤害","临时提升物理百分之50伤害","临时提升物理百分之50伤害","临时提升物理百分之50伤害","临时提升物理百分之50伤害","1","200","200","200","200","200","200"
"167005","五雷轰顶","五雷轰顶","100%减少敌方20%的气血，失败减少5%的气血！","1381","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","6","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","100%减少敌方20%的气血，失败减少5%的气血！","1","60","200","200","200","200","200"
"167006","天罡气","天罡气","附魔：纳鲁恩赐","1382","-1","0.667","6","消耗：$parameter1$活力","-1","0","0","","1","1","","附魔：纳鲁恩赐","附魔：纳鲁恩赐","7","附魔：纳鲁恩赐","附魔：纳鲁恩赐","附魔：纳鲁恩赐","附魔：纳鲁恩赐","附魔：纳鲁恩赐","附魔：纳鲁恩赐","附魔：纳鲁恩赐","附魔：纳鲁恩赐","附魔：纳鲁恩赐","附魔：纳鲁恩赐","附魔：纳鲁恩赐","附魔：纳鲁恩赐","附魔：纳鲁恩赐","附魔：纳鲁恩赐","附魔：纳鲁恩赐","1","200","200","200","200","200","200"
"167007","诸天灭地","诸天灭地","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","1383","120","0","150","消耗：$parameter1$愤怒","-1","0","0","","480","1","","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","8","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","提升百分之百的伤害暴击对敌人造成伤害并且百分之百封印敌人物理法术伤害5回合","1","2","3","4","5","6","7"
"168000","如意金箍棒","如意金箍棒","威宁天地诛妖棒，势镇汪洋定海针。","2402","-1","0","0","无消耗","-1","0","0","","1","1","","威宁天地诛妖棒，势镇汪洋定海针。","花果山基础技能。","1","花果山基础技能。","花果山基础技能。","花果山基础技能。","花果山基础技能。","花果山基础技能。","花果山基础技能。","花果山基础技能。","花果山基础技能。","花果山基础技能。","花果山基础技能。","花果山基础技能。","花果山基础技能。","花果山基础技能。","花果山基础技能。","花果山基础技能。","1","200","200","200","200","200","200"
"168001","当头一棒","当头一棒","当头一棒撼天地，一发千钧竞锋芒","2403","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","云卷万里浮云涌，尘起千峦战意浓。莫笑乱棍似猴戏，泼天蔽日搅灵霄。","物理攻击3个敌方目标","2","物理攻击3个敌方目标","物理攻击3个敌方目标","物理攻击3个敌方目标","物理攻击3个敌方目标","物理攻击3个敌方目标","物理攻击3个敌方目标","物理攻击3个敌方目标","物理攻击3个敌方目标","物理攻击3个敌方目标","物理攻击3个敌方目标","物理攻击3个敌方目标","物理攻击3个敌方目标","物理攻击3个敌方目标","物理攻击3个敌方目标","物理攻击3个敌方目标","1","40","70","200","200","200","200"
"168002","泼天乱棍","泼天乱棍","云卷万里浮光涌，尘起千峦战意浓。莫笑乱棍似猴戏，泼天蔽日搅凌霄。","2392","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","当头一棒憾天地，一发千钧竞锋芒。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","3","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","临时提高一定物理暴击后对敌方单体发动一次强力攻击。","1","60","200","200","200","200","200"
"168003","筋斗云","筋斗云","霞举飞升腾云雾，朝游北海暮苍梧。","2393","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","1","1","","霞举飞升腾云霄，朝游北海暮苍梧。","提升自身速度，提升值随着技能等级进行提升！","4","提升自身速度，提升值随着技能等级进行提升！","提升自身速度，提升值随着技能等级进行提升！","提升自身速度，提升值随着技能等级进行提升！","提升自身速度，提升值随着技能等级进行提升！","提升自身速度，提升值随着技能等级进行提升！","提升自身速度，提升值随着技能等级进行提升！","提升自身速度，提升值随着技能等级进行提升！","提升自身速度，提升值随着技能等级进行提升！","提升自身速度，提升值随着技能等级进行提升！","提升自身速度，提升值随着技能等级进行提升！","提升自身速度，提升值随着技能等级进行提升！","提升自身速度，提升值随着技能等级进行提升！","提升自身速度，提升值随着技能等级进行提升！","提升自身速度，提升值随着技能等级进行提升！","提升自身速度，提升值随着技能等级进行提升！","1","200","200","200","200","200","200"
"168004","乾坤一掷","乾坤一掷","对敌方单体发动一次攻击，并有概率附加1回合定身状态","2396","100","1.2","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","势如罡风裂流云，气吞五行锁乾坤变。","对敌方单体发动一次攻击，并有概率附加1回合定身状态","5","对敌方单体发动一次攻击，并有概率附加1回合定身状态","对敌方单体发动一次攻击，并有概率附加1回合定身状态","对敌方单体发动一次攻击，并有概率附加1回合定身状态","对敌方单体发动一次攻击，并有概率附加1回合定身状态","对敌方单体发动一次攻击，并有概率附加1回合定身状态","对敌方单体发动一次攻击，并有概率附加1回合定身状态","对敌方单体发动一次攻击，并有概率附加1回合定身状态","对敌方单体发动一次攻击，并有概率附加1回合定身状态","对敌方单体发动一次攻击，并有概率附加1回合定身状态","对敌方单体发动一次攻击，并有概率附加1回合定身状态","对敌方单体发动一次攻击，并有概率附加1回合定身状态","对敌方单体发动一次攻击，并有概率附加1回合定身状态","对敌方单体发动一次攻击，并有概率附加1回合定身状态","对敌方单体发动一次攻击，并有概率附加1回合定身状态","对敌方单体发动一次攻击，并有概率附加1回合定身状态","1","200","200","200","200","200","200"
