"装备ID","装备分类","等级","制造图纸ID","制造图纸数量","千年寒铁ID","千年寒铁数量","材料铁1","材料铁数量1","材料铁2","材料铁数量2","材料铁3","材料铁数量3","材料铁4","材料铁数量4","材料铁5","材料铁数量5","材料铁6","材料铁数量6","材料铁7","材料铁数量7","材料铁8","材料铁数量8","材料铁9","材料铁数量9","材料铁10","材料铁数量10","材料铁11","材料铁数量11","材料铁12","材料铁数量12","材料铁13","材料铁数量13","材料铁14","材料铁数量14","材料铁15","材料铁数量15","制造符ID","制造符数量","制造符1","制造符数量1","制造符2","制造符数量2","制造符3","制造符数量3","制造符4","制造符数量4","制造符5","制造符数量5","制造符6","制造符数量6","制造符7","制造符数量7","制造符8","制造符数量8","制造符9","制造符数量9","制造符10","制造符数量10","制造符11","制造符数量11","制造符12","制造符数量12","制造符13","制造符数量13","制造符14","制造符数量14","制造符15","制造符数量15","强化材料ID","强化材料数量","打造金钱消耗","打造消耗金钱类型","强化打造产出装备ID","普通打造装备ID1","普通打造装备概率1","普通打造装备ID2","普通打造装备概率2","普通打造装备ID3","普通打造装备概率3","普通打造装备ID4","普通打造装备概率4","普通打造装备ID5","普通打造装备概率5","强化打造装备ID1","强化打造装备概率1","强化打造装备ID2","强化打造装备概率2","强化打造装备ID3","强化打造装备概率3","强化打造装备ID4","强化打造装备概率4","强化打造装备ID5","强化打造装备概率5"
"7190424","40","190","351921","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331179","1","331179","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","210","","","7190424","7190424","5500","7190424","3600","7190424","900","","","","","7190424","2100","7190424","2100","7190424","2100","7190424","2100","7190424","500"
"7190525","72","190","351922","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331179","1","331179","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","210","","","7190525","7190525","5500","7190525","3600","7190525","900","","","","","7190525","2100","7190525","2100","7190525","2100","7190525","2100","7190525","500"
"7190626","88","190","351923","1","341119","1","341119","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331179","1","331179","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","210","","","7190626","7190626","5500","7190626","3600","7190626","900","","","","","7190626","2100","7190626","2100","7190626","2100","7190626","2100","7190626","500"
"7200101","1288","200","352000","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200101","7200101","5500","7200101","3600","7200101","900","","","","","7200101","900","7200101","900","7200101","900","7200101","900","7200101","900"
"7200102","3080","200","352001","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200102","7200102","5500","7200102","3600","7200102","900","","","","","7200102","900","7200102","900","7200102","900","7200102","900","7200102","900"
"7200103","4360","200","352002","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200103","7200103","5500","7200103","3600","7200103","900","","","","","7200103","900","7200103","900","7200103","900","7200103","900","7200103","900"
"7200104","4104","200","352003","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200104","7200104","5500","7200104","3600","7200104","900","","","","","7200104","900","7200104","900","7200104","900","7200104","900","7200104","900"
"7200105","4360","200","352004","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200105","7200105","5500","7200105","3600","7200105","900","","","","","7200105","900","7200105","900","7200105","900","7200105","900","7200105","900"
"7200106","2824","200","352005","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200106","7200106","5500","7200106","3600","7200106","900","","","","","7200106","900","7200106","900","7200106","900","7200106","900","7200106","900"
"7200107","1288","200","352006","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200107","7200107","5500","7200107","3600","7200107","900","","","","","7200107","900","7200107","900","7200107","900","7200107","900","7200107","900"
"7200108","1288","200","352007","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200108","7200108","5500","7200108","3600","7200108","900","","","","","7200108","900","7200108","900","7200108","900","7200108","900","7200108","900"
"7200109","1288","200","352008","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200109","7200109","5500","7200109","3600","7200109","900","","","","","7200109","900","7200109","900","7200109","900","7200109","900","7200109","900"
"7200110","1288","200","352009","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200110","7200110","5500","7200110","3600","7200110","900","","","","","7200110","900","7200110","900","7200110","900","7200110","900","7200110","900"
"7200111","1288","200","352010","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200111","7200111","5500","7200111","3600","7200111","900","","","","","7200111","900","7200111","900","7200111","900","7200111","900","7200111","900"
"7200112","1288","200","352011","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200112","7200112","5500","7200112","3600","7200112","900","","","","","7200112","900","7200112","900","7200112","900","7200112","900","7200112","900"
"7200113","1288","200","352012","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200113","7200113","5500","7200113","3600","7200113","900","","","","","7200113","900","7200113","900","7200113","900","7200113","900","7200113","900"
"7200114","1288","200","352013","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200114","7200114","5500","7200114","3600","7200114","900","","","","","7200114","900","7200114","900","7200114","900","7200114","900","7200114","900"
"7200115","1288","200","352014","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200115","7200115","5500","7200115","3600","7200115","900","","","","","7200115","900","7200115","900","7200115","900","7200115","900","7200115","900"
"7200116","1288","200","352015","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200116","7200116","5500","7200116","3600","7200116","900","","","","","7200116","900","7200116","900","7200116","900","7200116","900","7200116","900"
"7200117","1288","200","352016","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331120","1","331120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","260","","","7200117","7200117","5500","7200117","3600","7200117","900","","","","","7200117","900","7200117","900","7200117","900","7200117","900","7200117","900"
"7200220","312","200","352017","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331150","1","331150","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","260","","","7200220","7200220","5500","7200220","3600","7200220","900","","","","","7200220","900","7200220","900","7200220","900","7200220","900","7200220","900"
"7200221","568","200","352018","1","341120","1","341120","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331150","1","331150","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","260","","","7200221","7200221","5500","7200221","3600","7200221","900","","","","","7200221","2100","7200221","2100","7200221","2100","7200221","2100","7200221","500"
