"子技能ID","子技能名称","属性状态需求","属性状态不符提示","过滤状态","需求状态","关联技能","何种情况下不能执行本技能","选择目标方","选择目标单位类型","选择目标单位关系","生效精准职业编号","生效精确怪物，伙伴ID号","索敌类型","索敌个数","索敌多个.排序变量","子技能触发几率","法术技能最小伤害","主BUFF序号","BUFF0.BUFFID","BUFF0.命中","BUFF0.持续回合","BUFF0.效果","buff0属性状态需求","buff0.buff状态过滤","buff0.buff状态需求","buff0触发几率","BUFF1.BUFFID","BUFF1.命中","BUFF1.持续回合","BUFF1.效果","buff1属性状态需求","buff1.buff状态过滤","buff1.buff状态需求","buff1触发几率","BUFF2.BUFFID","BUFF2.命中","BUFF2.持续回合","BUFF2.效果","buff2属性状态需求","buff2.buff状态过滤","buff2.buff状态需求","buff2触发几率","BUFF3.BUFFID","BUFF3.命中","BUFF3.持续回合","BUFF3.效果","buff3属性状态需求","buff3.buff状态过滤","buff3.buff状态需求","buff3触发几率","脚本配置文件"
"5405490","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590836","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405500","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590837","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405510","法术暴击 +10","","","","","0","","","","","","","","","","1","","0","590838","1","","magiccruellv_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405520","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590839","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405530","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590840","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405540","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590841","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405550","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590842","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405560","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590843","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405570","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590844","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405580","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590845","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405590","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590846","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405600","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590847","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405610","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590848","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405620","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590849","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405630","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590850","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405640","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590851","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405650","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590852","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405660","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590853","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405670","法术伤害 +10","","","","","0","","","","","","","","","","1","","0","590854","1","","magicattack_value=10","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405680","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590855","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405690","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590856","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405700","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590857","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405710","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590858","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405720","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590859","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405730","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590860","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405740","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590861","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405750","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590862","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405760","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590863","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405770","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590864","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405780","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590865","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405790","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590866","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405800","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590867","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405810","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590868","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405820","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590869","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405830","法术防御 +8","","","","","0","","","","","","","","","","1","","0","590870","1","","magicdef_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405840","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590871","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405850","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590872","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405860","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590873","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405870","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590874","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405880","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590875","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405890","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590876","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405900","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590877","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405910","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590878","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405920","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590879","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405930","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590880","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405940","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590881","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5405950","物理防御 +8","","","","","0","","","","","","","","","","1","","0","590882","1","","defend_value=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
