"技能ID","技能名称","是否预先统计目标数","是否主动","能否连击","能否被反击","是否禁止防御和保护","是否忽略隐身","是否默认自动技能","战斗内外使用","服务器分类","技能归类","选择目标类型","先发速度","消耗Hp","消耗Mp","消耗Sp","消耗Ep","串联子技能ID","子技能ID播放时间调控","脚本配置文件","技能名冒字资源","是否显示技能名冒字","是否被嘲讽影响","技能特殊延长时间","是否PVP不能使用","状态过滤是否能使用"
"543305","飘零","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5433050","0","","","1","","","",""
"543306","嫣然","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5433060","0","","","1","","","",""
"543307","快意","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5433070","0","","","1","","","",""
"543308","水墨","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5433080","0","","","1","","","",""
"543309","青砂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5433090","0","","","1","","","",""
"543310","和煦","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5433100","0","","","1","","","",""
"543311","淳风","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5433110","0","","","1","","","",""
"543312","国色天香","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5433120","0","","","1","","","",""
"543400","梦华","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5434000","0","","","1","","","",""
"543401","玉瑶","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5434010","0","","","1","","","",""
"543402","锦簇","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5434020","0","","","1","","","",""
"543403","洛神赋","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5434030","0","","","1","","","",""
"543404","宸宫","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5434040","0","","","1","","","",""
"543405","琼英","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5434050","0","","","1","","","",""
"543406","龙雕","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5434060","0","","","1","","","",""
"543407","落花吟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5434070","0","","","1","","","",""
"544001","海祝","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5440010","0","","","1","","","",""
"544002","归海","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5440020","0","","","1","","","",""
"544003","登仙","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5440030","0","","","1","","","",""
"544004","垂天","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5440040","0","","","1","","","",""
"544005","续梦","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5440050","0","","","1","","","",""
"544006","骇浪","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5440060","0","","","1","","","",""
"544007","风行","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5440070","0","","","1","","","",""
"544008","怒潮","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5440080","0","","","1","","","",""
"544009","千帆","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5440090","0","","","1","","","",""
"544010","飞渡","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5440100","0","","","1","","","",""
"544011","海歌","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5440110","0","","","1","","","",""
"544012","怒海狂澜","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5440120","0","","","1","","","",""
"544101","海祝","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5441010","0","","","1","","","",""
"544102","归海","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5441020","0","","","1","","","",""
"544103","登仙","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5441030","0","","","1","","","",""
"544104","垂天","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5441040","0","","","1","","","",""
"544105","续梦","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5441050","0","","","1","","","",""
"544106","骇浪","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5441060","0","","","1","","","",""
"544107","风行","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5441070","0","","","1","","","",""
"544108","怒潮","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5441080","0","","","1","","","",""
"544109","千帆","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5441090","0","","","1","","","",""
"544110","飞渡","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5441100","0","","","1","","","",""
"544111","海歌","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5441110","0","","","1","","","",""
"544112","怒海狂澜","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5441120","0","","","1","","","",""
"544201","海祝","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5442010","0","","","1","","","",""
"544202","归海","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5442020","0","","","1","","","",""
"544203","登仙","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5442030","0","","","1","","","",""
"544204","垂天","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5442040","0","","","1","","","",""
"544205","续梦","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5442050","0","","","1","","","",""
"544206","惊涛","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5442060","0","","","1","","","",""
"544207","鹏举","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5442070","0","","","1","","","",""
"544208","玄穹","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5442080","0","","","1","","","",""
"544209","撼海","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5442090","0","","","1","","","",""
"544210","暗涌","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5442100","0","","","1","","","",""
"544211","覆海","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5442110","0","","","1","","","",""
"544212","浪涌星叠","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5442120","0","","","1","","","",""
"544301","海祝","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5443010","0","","","1","","","",""
"544302","归海","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5443020","0","","","1","","","",""
"544303","登仙","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5443030","0","","","1","","","",""
"544304","垂天","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5443040","0","","","1","","","",""
"544305","续梦","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5443050","0","","","1","","","",""
"544306","惊涛","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5443060","0","","","1","","","",""
"544307","鹏举","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5443070","0","","","1","","","",""
"544308","玄穹","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5443080","0","","","1","","","",""
"544309","撼海","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5443090","0","","","1","","","",""
"544310","暗涌","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5443100","0","","","1","","","",""
"544311","覆海","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5443110","0","","","1","","","",""
"544312","浪涌星叠","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5443120","0","","","1","","","",""
"544400","海崖","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5444000","0","","","1","","","",""
"544401","狂流","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5444010","0","","","1","","","",""
"544402","海眼","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5444020","0","","","1","","","",""
"544403","逍遥游","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5444030","0","","","1","","","",""
"544404","镜海","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5444040","0","","","1","","","",""
"544405","拍岸","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5444050","0","","","1","","","",""
"544406","波心","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5444060","0","","","1","","","",""
"544407","须弥境","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5444070","0","","","1","","","",""
"60000","器灵•逆鳞","","false","false","false","0","","","false","2","11","1","","","","","","5200113","0","","","1","","","",""
"60001","器灵•顺甲","","false","false","false","0","","","false","2","11","1","","","","","","5200114","0","","","1","","","",""
"60002","器灵•安陆","","false","false","false","0","","","false","2","11","1","","","","","","5200115","0","","","1","","","",""
"60003","器灵•齐云","","false","false","false","0","","","false","2","11","1","","","","","","5200116","0","","","1","","","",""
"60004","器灵•照夜","","false","false","false","0","","","false","2","11","1","","","","","","5200117","0","","","1","","","",""
"60005","器灵•青岚","","false","false","false","0","","","false","2","11","1","","","","","","5200118","0","","","1","","","",""
"60006","器灵•灵泽","","false","false","false","0","","","false","2","11","1","","","","","","5200119","0","","","1","","","",""
"60007","器灵•霁华","","false","false","false","0","","","false","2","11","1","","","","","","5200120","0","","","1","","","",""
"60008","器灵•纤凝","","false","false","false","0","","","false","2","11","1","","","","","","5200121","0","","","1","","","",""
"60009","器灵•山骨","","false","false","false","0","","","false","2","11","1","","","","","","5200122","0","","","1","","","",""
"60010","器灵•缥缃","","false","false","false","0","","","false","2","11","1","","","","","","5200123","0","","","1","","","",""
"60011","器灵•翠微","","false","false","false","0","","","false","2","11","1","","","","","","5200124","0","","","1","","","",""
"60012","器灵•汀兰","","false","false","false","0","","","false","2","11","1","","","","","","5200125","0","","","1","","","",""
"60013","器灵•星眠","","false","false","false","0","","","false","2","11","1","","","","","","5200126","0","","","1","","","",""
"60014","器灵•雾屿","","false","false","false","0","","","false","2","11","1","","","","","","5200127","0","","","1","","","",""
"60015","器灵•云舒","","false","false","false","0","","","false","2","11","1","","","","","","5200128","0","","","1","","","",""
"60016","器灵•月徊","","false","false","false","0","","","false","2","11","1","","","","","","5200129","0","","","1","","","",""
"60017","器灵•风软","","false","false","false","0","","","false","2","11","1","","","","","","5200130","0","","","1","","","",""
"60018","器灵•雪笺","","false","false","false","0","","","false","2","11","1","","","","","","5200131","0","","","1","","","",""
"60019","器灵•晚晴","","false","false","false","0","","","false","2","11","1","","","","","","5200132","0","","","1","","","",""
"60020","器灵•疏影","","false","false","false","0","","","false","2","11","1","","","","","","5200133","0","","","1","","","",""
"60021","器灵•清欢","","false","false","false","0","","","false","2","11","1","","","","","","5200134","0","","","1","","","",""
"60022","器灵•枕星","","false","false","false","0","","","false","2","11","1","","","","","","5200135","0","","","1","","","",""
"60023","器灵•漱月","","false","false","false","0","","","false","2","11","1","","","","","","5200136","0","","","1","","","",""
"60024","器灵•栖鹤","","false","false","false","0","","","false","2","11","1","","","","","","5200137","0","","","1","","","",""
"60025","器灵•听澜","","false","false","false","0","","","false","2","11","1","","","","","","5200138","0","","","1","","","",""
"60026","器灵•酌光","","false","false","false","0","","","false","2","11","1","","","","","","5200139","0","","","1","","","",""
"60027","器灵•心境","","false","false","false","0","","","false","2","11","1","","","","","","5200140","0","","","1","","","",""
"60028","器灵•鹿梦","","false","false","false","0","","","false","2","11","1","","","","","","5200141","0","","","1","","","",""
"60029","器灵•扶疏","","false","false","false","0","","","false","2","11","1","","","","","","5200142","0","","","1","","","",""
"60030","器灵•绮陌","","false","false","false","0","","","false","2","11","1","","","","","","5200143","0","","","1","","","",""
"60031","器灵•望舒","","false","false","false","0","","","false","2","11","1","","","","","","5200144","0","","","1","","","",""
"610000","阳:提升物理伤害+10%","","false","false","false","0","","","false","2","11","1","","","","","","6500000","0","","","1","","","",""
"610001","阴:提升物理伤害+300","","false","false","false","0","","","false","2","11","1","","","","","","6500001","0","","","1","","","",""
"610002","阳:提升法术伤害+10%","","false","false","false","0","","","false","2","11","1","","","","","","6500002","0","","","1","","","",""
"610003","阴:提升法术伤害+220","","false","false","false","0","","","false","2","11","1","","","","","","6500003","0","","","1","","","",""
"610004","阳:提升气血+15%","","false","false","false","0","","","false","2","11","1","","","","","","6500004","0","","","1","","","",""
"610005","阴:提升气血+1000","","false","false","false","0","","","false","2","11","1","","","","","","6500005","0","","","1","","","",""
"610006","阳:提升治疗强度+10%","","false","false","false","0","","","false","2","11","1","","","","","","6500006","0","","","1","","","",""
"610007","阴:提升治疗强度+180","","false","false","false","0","","","false","2","11","1","","","","","","6500007","0","","","1","","","",""
"610008","阳：提升物理防御+10%","","false","false","false","0","","","false","2","11","1","","","","","","6500008","0","","","1","","","",""
"610009","阴:提升物理防御+330","","false","false","false","0","","","false","2","11","1","","","","","","6500009","0","","","1","","","",""
"610010","阳：提升法术防御+10%","","false","false","false","0","","","false","2","11","1","","","","","","6500010","0","","","1","","","",""
"610011","阴：提升法术防御+210","","false","false","false","0","","","false","2","11","1","","","","","","6500011","0","","","1","","","",""
"610012","阳：提升速度+7%","","false","false","false","0","","","false","2","11","1","","","","","","6500012","0","","","1","","","",""
