"id","名称","物品id1","物品id1权重","物品id2","物品id2权重","物品id3","物品id3权重","物品id4","物品id4权重","物品id5","物品id5权重","物品id6","物品id6权重","物品id7","物品id7权重","物品id8","物品id8权重","物品id9","物品id9权重","物品id10","物品id10权重","物品id11","物品id11权重","物品id12","物品id12权重","物品id13","物品id13权重","物品id14","物品id14权重","物品id15","物品id15权重","物品id16","物品id16权重","物品id17","物品id17权重","物品id18","物品id18权重","物品id19","物品id19权重","物品id20","物品id20权重","物品id21","物品id21权重","物品id22","物品id22权重","物品id23","物品id23权重","物品id24","物品id24权重","物品id25","物品id25权重","物品id26","物品id26权重","物品id27","物品id27权重","物品id28","物品id28权重","物品id29","物品id29权重","物品id30","物品id30权重","物品id31","物品id31权重","物品id32","物品id32权重","物品id33","物品id33权重","物品id34","物品id34权重","物品id35","物品id35权重","物品id36","物品id36权重","物品id37","物品id37权重","物品id38","物品id38权重","物品id39","物品id39权重","物品id40","物品id40权重","物品id41","物品id41权重","物品id42","物品id42权重","物品id43","物品id43权重","物品id44","物品id44权重","物品id45","物品id45权重","物品id46","物品id46权重","物品id47","物品id47权重","物品id48","物品id48权重","物品id49","物品id49权重","物品id50","物品id50权重","物品id51","物品id51权重","物品id52","物品id52权重","物品id53","物品id53权重","物品id54","物品id54权重","物品id55","物品id55权重","物品id56","物品id56权重","物品id57","物品id57权重","物品id58","物品id58权重","物品id59","物品id59权重","物品id60","物品id60权重","物品id61","物品id61权重","物品id62","物品id62权重","物品id63","物品id63权重","物品id64","物品id64权重","物品id65","物品id65权重","物品id66","物品id66权重","物品id67","物品id67权重","物品id68","物品id68权重","物品id69","物品id69权重","物品id70","物品id70权重","物品id71","物品id71权重","物品id72","物品id72权重","物品id73","物品id73权重","物品id74","物品id74权重","物品id75","物品id75权重","物品id76","物品id76权重","物品id77","物品id77权重","物品id78","物品id78权重","物品id79","物品id79权重","物品id80","物品id80权重","物品id81","物品id81权重","物品id82","物品id82权重","物品id83","物品id83权重","物品id84","物品id84权重","物品id85","物品id85权重","物品id86","物品id86权重","物品id87","物品id87权重","物品id88","物品id88权重","物品id89","物品id89权重","物品id90","物品id90权重","物品id91","物品id91权重","物品id92","物品id92权重","物品id93","物品id93权重","物品id94","物品id94权重","物品id95","物品id95权重","物品id96","物品id96权重","物品id97","物品id97权重","物品id98","物品id98权重","物品id99","物品id99权重","物品id100","物品id100权重","物品id101","物品id101权重","物品id102","物品id102权重","物品id103","物品id103权重","物品id104","物品id104权重","物品id105","物品id105权重","物品id106","物品id106权重","物品id107","物品id107权重","物品id108","物品id108权重","物品id109","物品id109权重","物品id110","物品id110权重","物品id111","物品id111权重","物品id112","物品id112权重","物品id113","物品id113权重","物品id114","物品id114权重","物品id115","物品id115权重","物品id116","物品id116权重","物品id117","物品id117权重","物品id118","物品id118权重","物品id119","物品id119权重","物品id120","物品id120权重","物品id121","物品id121权重","物品id122","物品id122权重","物品id123","物品id123权重","物品id124","物品id124权重","物品id125","物品id125权重","物品id126","物品id126权重","物品id127","物品id127权重","物品id128","物品id128权重","物品id129","物品id129权重","物品id130","物品id130权重","物品id131","物品id131权重","物品id132","物品id132权重","物品id133","物品id133权重","物品id134","物品id134权重","物品id135","物品id135权重","物品id136","物品id136权重","物品id137","物品id137权重","物品id138","物品id138权重","物品id139","物品id139权重","物品id140","物品id140权重"
"230511","3-5级宝珠","35453","100","35454","100","35455","100","35478","100","35479","100","35480","100","35503","100","35504","100","35505","100","35528","100","35529","100","35530","100","35553","100","35554","100","35555","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230512","5-6级宝珠","35455","100","35456","100","35480","100","35481","100","35505","100","35506","100","35530","100","35531","100","35555","100","35556","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230513","6-7级宝珠","35456","100","35457","100","35481","100","35482","100","35506","100","35507","100","35531","100","35532","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230514","7-8级宝珠","35457","100","35458","100","35482","100","35483","100","35507","100","35508","100","35532","100","35533","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230515","8-9级宝珠","35458","100","35459","100","35483","100","35484","100","35508","100","35509","100","35533","100","35534","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230516","9-10级宝珠","35459","100","35460","100","35484","100","35485","100","35509","100","35510","100","35534","100","35535","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230517","11级宝石礼包","35091","100","35092","100","35093","100","35094","100","35095","100","35096","100","35097","100","35098","100","35099","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230518","12级宝石礼包","35100","100","35101","100","35102","100","35103","100","35104","100","35105","100","35106","100","35107","100","35108","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230519","13级宝石礼包","35109","100","35110","100","35111","100","35112","100","35113","100","35114","100","35115","100","35116","100","35117","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230520","14级宝石礼包","35118","100","35119","100","35120","100","35121","100","35122","100","35123","100","35124","100","35125","100","35126","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
