编号,售卖图标ID,名称,名称颜色,宠物品质,售卖商店类型,售卖NPCID,参战等级,携带等级,初始等级,推荐体质,推荐智力,推荐力量,推荐耐力,推荐敏捷,初始属性分配类型,初始属性点,初始寿命,area1colour,area2colour,染色方案选择,体资最小值,体资最大值,法资最小值,法资最大值,攻资最小值,攻资最大值,防资最小值,防资最大值,速资最小值,速资最大值,体资固定值,法资固定值,攻资固定值,防资固定值,速资固定值,成长率1,成长率2,成长率3,成长率4,成长率5,成长率6,成长率7,固定成长率,治疗强度成长,控制命中成长,控制抗性成长,类型,对应野生ID,对应宝宝ID,对应变异ID,是否稀有,造型id,技能1,技能2,技能3,技能4,技能5,技能6,技能7,技能8,技能9,技能10,技能11,技能12,技能13,技能14,技能15,技能16,技能17,技能18,技能19,技能20,技能21,技能22,技能23,技能24,出现几率1,出现几率2,出现几率3,出现几率4,出现几率5,出现几率6,出现几率7,出现几率8,出现几率9,出现几率10,出现几率11,出现几率12,出现几率13,出现几率14,出现几率15,出现几率16,出现几率17,出现几率18,出现几率19,出现几率20,出现几率21,出现几率22,出现几率23,出现几率24,图鉴是否显示,可出现场景地图ID,出现场景描述,点卡服图鉴是否显示,点卡服可出现场景地图ID,点卡服出现场景描述,洗宠消耗材料ID,洗宠消耗材料数量,洗练后ID,是否绑定,技能认证花费银币,取消认证花费银币,辅助AI,珍品评分,珍品需要技能数,宠物回收价格,多少次变成满技能,摆摊冻结时间,技能1是否绑定,技能2是否绑定,技能3是否绑定,技能4是否绑定,技能5是否绑定,技能6是否绑定,技能7是否绑定,技能8是否绑定,技能9是否绑定,技能10是否绑定,技能11是否绑定,技能12是否绑定,技能13是否绑定,技能14是否绑定,技能15是否绑定,技能16是否绑定,技能17是否绑定,技能18是否绑定,技能19是否绑定,技能20是否绑定,技能21是否绑定,技能22是否绑定,技能23是否绑定,技能24是否绑定,珍品找回消耗,幻化消耗物品id,幻化消耗物品数量,幻化面板显示,每日可洗宠次数,是否珍兽,专属内丹ID
900567,32000,司雷☆☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",9350,11600,5200,6100,3675,4350,2300,2850,1830,2350,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300027,206038,206040,206041,206052,206017,206018,206019,206026,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900567@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280076
900568,32000,紫镰魅灵☆☆☆,FF00FF00,5,3,161506,1,1,0,4,0,0,1,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",12050,14300,5500,6400,2875,3550,2850,3500,1830,2350,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300028,206044,206050,206052,206059,206069,206027,206035,206032,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900568@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280077
900569,32000,琴仙☆☆☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",8950,11200,6300,7200,2925,3600,2300,2850,1880,2400,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300013,207015,206046,206045,206060,206006,206016,206017,206025,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900569@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280062
900570,32000,月影灵仙☆☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",9350,11600,5200,6100,3675,4350,2300,2850,1830,2350,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300017,206039,206042,206040,206059,206011,206027,206034,206035,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900570@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280066
900571,32000,冰之守护☆☆☆,FF00FF00,5,3,161506,1,1,0,1,4,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",11750,14000,6100,7000,3075,3750,2350,2900,1880,2400,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300012,207006,206047,206044,206059,206020,206019,206026,206035,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900571@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280061
900572,32000,终末之瞳☆☆☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",8950,11200,5200,6100,3775,4450,2250,2800,1580,2100,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1030099,206039,206040,206041,206065,206014,206015,206016,206030,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900572@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280085
900573,32000,归墟之主☆☆☆,FF00FF00,5,3,161506,1,1,0,1,0,4,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",9350,11600,5200,6100,3675,4350,2150,2700,1830,2350,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1030100,206040,206041,206042,206069,206011,206012,206013,206025,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900573@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280086
900574,32000,青鸾仕女☆☆☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",9050,11300,6250,7150,2975,3650,2350,2900,1880,2400,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300020,207007,206044,206045,206051,206028,206033,206034,206035,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900574@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280069
900575,32000,影舞苍灵☆☆☆,FF00FF00,5,3,161506,1,1,0,3,0,0,2,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",11950,14200,5500,6400,2875,3550,2850,3400,2280,2800,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300015,206051,206052,206053,206057,206026,206023,206030,206031,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900575@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280064
900576,32000,画中仙☆☆☆,FF00FF00,5,3,161506,1,1,0,3,0,0,0,2,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",10650,12900,5650,6550,2875,3550,3100,3650,2480,3000,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300016,207008,206045,206046,206047,206027,206030,206032,206033,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900576@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280065
900577,32000,蝶衣☆☆☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",8950,11200,6250,7150,2875,3550,2250,2800,1830,2350,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300019,207007,206043,206047,206056,206011,206013,206032,206033,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900577@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280068
900578,32000,冰澜妖姬☆☆☆,FF00FF00,5,3,161506,1,1,0,0,4,0,0,1,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",8850,11100,6200,7100,2875,3550,2400,2950,2480,3000,,,,,,2880,2880,2880,2880,2880,2880,2880,,10,10,10,4,0,0,0,2,1300014,207015,206043,206044,206045,206018,206021,206022,206034,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900578@100,,1000000,1000000,,6200,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280063
,,以下4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900579,32000,三太子敖烈,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,500,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",18000,18000,10500,10500,6800,6800,3450,3450,2800,2800,,,,,,3880,3880,3880,3880,3880,3880,3880,3880,100,80,50,4,0,0,0,2,1030093,207009,206038,206039,206040,206041,206042,206059,206060,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900579@100,,1000000,1000000,,13500,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280079
900580,32000,七公主熬凌,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,500,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",18000,18000,10500,10500,6800,6800,3450,3450,2800,2800,,,,,,3880,3880,3880,3880,3880,3880,3880,3880,100,80,50,4,0,0,0,2,1030094,207202,206043,206044,206045,206046,206059,206067,206071,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900580@100,,1000000,1000000,,13500,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280080
900581,32000,东皇太一,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,500,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",18000,18000,10500,10500,6800,6800,3450,3450,2800,2800,,,,,,3880,3880,3880,3880,3880,3880,3880,3880,100,80,50,4,0,0,0,2,1030095,207012,206038,206040,206041,206042,206060,206072,206052,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900581@100,,1000000,1000000,,13500,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280081
900582,32000,太阳神,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,500,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",18000,18000,10500,10500,6800,6800,3450,3450,2800,2800,,,,,,3880,3880,3880,3880,3880,3880,3880,3880,100,80,50,4,0,0,0,2,1030101,207014,206051,206039,206040,206041,206054,206055,206056,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900582@100,,1000000,1000000,,13500,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280087
900583,32000,翅膀吕布,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,500,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",18000,18000,10500,10500,6800,6800,3450,3450,2800,2800,,,,,,3880,3880,3880,3880,3880,3880,3880,3880,100,80,50,4,0,0,0,2,1030105,207010,206038,206041,206042,206057,206058,206049,206050,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900583@100,,1000000,1000000,,13500,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280067
900584,32000,翅膀龙女,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,500,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",18000,18000,10500,10500,6800,6800,3450,3450,2800,2800,,,,,,3880,3880,3880,3880,3880,3880,3880,3880,100,80,50,4,0,0,0,2,1030106,207206,206043,206044,206045,206056,206067,206069,206070,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900584@100,,1000000,1000000,,13500,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280067
900585,32000,白骨精,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,500,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",18000,18000,10500,10500,6800,6800,3450,3450,2800,2800,,,,,,3880,3880,3880,3880,3880,3880,3880,3880,100,80,50,4,0,0,0,2,1030107,207207,206050,206051,206052,206053,206057,206058,206059,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900585@100,,1000000,1000000,,13500,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280067
900586,32000,白虎战神,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,500,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",18000,18000,10500,10500,6800,6800,3450,3450,2800,2800,,,,,,3880,3880,3880,3880,3880,3880,3880,3880,100,80,50,4,0,0,0,2,1030096,207009,206038,206041,206042,206049,206050,206054,206055,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900586@100,,1000000,1000000,,13500,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280082
900587,32000,伽罗灵女,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,500,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",18000,18000,10500,10500,6800,6800,3450,3450,2800,2800,,,,,,3880,3880,3880,3880,3880,3880,3880,3880,100,80,50,4,0,0,0,2,1030097,207014,206040,206041,206042,206051,206059,206071,206072,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900587@100,,1000000,1000000,,13500,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280083
900588,32000,二郎圣君,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,500,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",18000,18000,10500,10500,6800,6800,3450,3450,2800,2800,,,,,,3880,3880,3880,3880,3880,3880,3880,3880,100,80,50,4,0,0,0,2,1030098,207013,206039,206040,206041,206052,206059,206067,206069,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900588@100,,1000000,1000000,,13500,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280084
900589,32000,朝歌,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,500,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",18000,18000,10500,10500,6800,6800,3450,3450,2800,2800,,,,,,3880,3880,3880,3880,3880,3880,3880,3880,100,80,50,4,0,0,0,2,1300018,207019,206038,206040,206041,206050,206048,206060,206070,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900589@100,,1000000,1000000,,13500,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280067
,,以下1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900590,32000,火灵兽☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",6375,7650,3910,4420,1785,2125,1595,1910,1420,1740,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300001,207005,206043,206045,206050,206010,206011,206014,206019,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900590@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280054
900591,32000,雷灵兽☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",6375,7650,3400,3910,2255,2635,1595,1910,1465,1785,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300002,206041,206047,206049,206052,206021,206023,206030,206034,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900591@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280055
900592,32000,水灵兽☆,FF00FF00,5,3,161506,1,1,0,3,0,0,2,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7310,9350,3400,3910,1870,2250,1890,2210,1510,1830,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300003,206052,206051,206060,206062,206016,206009,206004,206035,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900592@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280056
900593,32000,土灵兽☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",6375,7650,3400,3910,2295,2680,1595,1910,1425,1740,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300004,206038,206040,206049,206063,206030,206033,206016,206013,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900593@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280057
900594,32000,吉里吉里☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",6375,7650,3910,4420,1785,2170,1595,1910,1425,1740,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300008,207008,206044,206045,206051,206033,206032,206023,206019,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900594@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280058
900595,32000,咕噜咕噜☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",6375,7650,3400,3910,2295,2680,1595,1910,1425,1740,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300009,206039,206041,206042,206065,206022,206023,206013,206018,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900595@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280059
900596,32000,齐天小圣☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",6375,7650,3400,3910,2250,2635,1638,1955,1465,1785,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300010,206038,206041,206042,206060,206026,206023,206020,206016,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900596@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280060
900597,32000,恶魔泡泡☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5440,6800,3145,3655,2125,2500,1466,1785,1295,1615,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300011,207237,206038,206042,206002,206014,206013,206023,,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,,,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900597@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280060
900598,32000,星悟空☆,FF00FF00,5,3,161506,1,1,0,1,0,4,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",6545,7820,3400,3910,2210,2590,1680,2000,1505,1830,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300021,206038,206040,206042,206059,206023,206018,206017,206016,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900598@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280070
900599,32000,暗神☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",6035,7310,3400,3910,2340,2720,1550,1870,1380,1700,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300022,206039,206049,206056,206058,206028,206023,206015,206013,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900599@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280071
900600,32000,紫玲珑☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",6205,7480,3910,4420,1785,2170,1560,1910,1425,1740,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300023,207005,206045,206046,206067,206035,206010,206011,206016,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900600@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280072
900601,32000,灵灯童子☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",6120,7395,3400,3910,2295,2680,1550,1870,1380,1700,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300024,206040,206041,206042,206070,206011,206014,206018,206022,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900601@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280073
900602,32000,驭龙☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",6290,7565,3400,3910,2250,2635,1590,1910,1465,1785,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300025,206039,206041,206049,206050,206028,206016,206017,206018,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900602@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280074
900603,32000,觉醒雪☆,FF00FF00,5,3,161506,1,1,0,3,0,0,1,1,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",6800,8075,3400,3910,1870,2250,1850,2170,1680,2000,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300026,206059,206051,206050,206057,206025,206015,206016,206008,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900603@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280075
900604,32000,司雷☆,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",6375,7650,3400,3910,2295,2680,1590,1910,1420,1745,,,,,,1680,1680,1680,1680,1680,1680,1680,,10,10,10,4,0,0,0,2,1300027,206038,206040,206041,206052,206017,206018,206019,206026,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900604@100,,1000000,1000000,,3100,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280076
